Aarsd1	Ubc
Aatf	Bloc1s2
Aatf	Dapk3
Aatf	Mapt
Aatf	Mns1
Aatf	Pmf1
Aatf	Tsg101
Abca2	Ubc
Abca3	Ubc
Abcb11	Ap2a1
Abcc2	Slc9a3r1
Abcc3	Mib1
Abcd2	Snca
Abcd3	Arf6
Abcd3	Ubc
Abcg1	Ubc
Abhd17a	Ubc
Abi2	Caskin1
Abl1	Agtr1a
Abl1	Grb2
Abl1	Sorbs3
Abl1	Wasf1
Abl2	Sorbs3
Acadl	Gja1
Acin1	Mib1
Acly	Park7
Acly	Snca
Aco1	Ubc
Aco2	Sumo3
Acp6	Ubc
Acsbg1	Mib1
Acsbg1	Ubc
Acta1	Cnn1
Acta1	Gja1
Acta1	Park7
Acta1	Snca
Acta1	Sumo3
Actb	Brdt
Actb	Clic4
Actb	Dmd
Actb	Espn
Actb	Itgb1
Actb	Ncald
Actb	Pld2
Actb	Rad23b
Actb	Ubc
Actc1	Park7
Actc1	Rad23b
Actc1	Snca
Actg1	Dlg4
Actn1	Mib1
Actn1	Pdlim2
Actn1	Sptan1
Actn1	Sptbn1
Actn1	Ubc
Actn2	Fbxl22
Actn4	Gja1
Actn4	Pdlim2
Actn4	Sumo3
Actr1b	Ubc
Actr2	Gja1
Actr2	Snca
Actr2	Ubc
Actr3	Snca
Actr3b	Sumo3
Acvr1	Ubc
Acyp1	Ubc
Adam15	Sgip1
Adam22	Dao
Adap1	Kif13b
Adap1	Ranbp9
Adcy2	Ubc
Adcy3	Ubc
Adcy5	Ubc
Adcy7	Ubc
Adcy9	Ubc
Add2	Calm1
Adora1	Egfr
Adora1	Epb41l2
Adora2a	Calm1
Adora2a	Drd2
Adrb2	Akap5
Adrb2	Arrb2
Adrb2	Mdm2
Adrb2	Prkcg
Adrb2	Ubc
Adrbk1	Akt1
Adrm1	Rad23b
Adrm1	Ubc
Aes	Ubc
Agap1	Mib1
Agap2	Grip1
Agap2	Homer1
Agap2	Homer2
Ager	S100b
Ago2	Mib1
Ago3	Mib1
Agt	Agtr1a
Agtr1a	Drd1
Agtr1a	Htr2b
Agtr1a	Src
Agtr1a	Trpv4
Ahcy	Ubc
Ahr	Aip
Ahr	Arnt
Ahr	Hsp90aa1
Ahr	Ubc
Aifm3	Ubc
Aip	Pde4a
Aip	Ret
Akap5	Calm1
Akap5	Trpv1
Akap9	Ube2i
Akr1b1	Gja1
Akr1b1	Sumo3
Akt1	Bag1
Akt1	Braf
Akt1	Foxo3
Akt1	Gapdh
Akt1	Gsk3a
Akt1	Gsk3b
Akt1	Hsp90aa1
Akt1	Ms4a2
Akt1	Sh2b2
Akt1	Smad3
Akt1	Uxs1
Alad	Ubc
Aldh3b1	Ubc
Aldoa	Gja1
Aldoa	Ubc
Aldoart2	Rad23b
Aldoart2	Sumo3
Aldoc	Rad23b
Aldoc	Snca
Aldoc	Ubc
Ambra1	Park2
Amph	Ap2a1
Amph	Ap2a2
Amph	Ap2b1
Amph	Bin1
Amph	Clta
Amph	Cltc
Amph	Dao
Amph	Dnm1
Amph	Epn1
Amph	Fabp4
Amph	Necap1
Amph	Necap2
Amph	Synj1
Amph	Synm
Amph	Ubc
Anapc4	Ubc
Anapc7	Mib1
Ank1	Dao
Ank2	Atp1a1
Ank2	Atp1a2
Ank2	Atp1a3
Ank2	Dao
Ank2	Itpr1
Ank2	Nfasc
Ank2	Slc8a1
Ank2	Sptan1
Ank2	Sptbn1
Ank3	Atp1a1
Ank3	Ubc
Ankrd13a	Ubc
Ankrd34c	Mib1
Ankrd46	Ubc
Ankrd50	Mib1
Anks1b	Ubc
Anp32b	Mib1
Anp32e	Mib1
Anp32e	Ubc
Anpep	Lmnb1
Anpep	Vim
Anxa1	Gja1
Anxa1	Rad23b
Anxa2	Gja1
Anxa2	Rad23b
Anxa2	Sumo3
Anxa5	Ubc
Anxa6	Ubc
Ap1b1	Dao
Ap1g2	Synrg
Ap1m1	March11
Ap2a1	Arfgap1
Ap2a1	Bin1
Ap2a1	Dao
Ap2a1	Dnm1
Ap2a1	Dnm2
Ap2a1	Dnm3
Ap2a1	Epn1
Ap2a1	Eps15
Ap2a1	Hspa8
Ap2a1	Itsn1
Ap2a1	Necap1
Ap2a1	Scyl1
Ap2a1	Sec23ip
Ap2a1	Snap29
Ap2a1	Snap91
Ap2a2	Bin1
Ap2a2	Dao
Ap2a2	Dennd1a
Ap2a2	Epn1
Ap2a2	Eps15
Ap2a2	Necap1
Ap2a2	Snap91
Ap2a2	Synj1
Ap2a2	Ubc
Ap2b1	Arfgap1
Ap2b1	Arrb2
Ap2b1	Bin1
Ap2b1	Cltc
Ap2b1	Dao
Ap2b1	Dnm1
Ap2b1	Epn1
Ap2b1	Epn2
Ap2b1	Eps15
Ap2b1	Hspa8
Ap2b1	Itsn1
Ap2b1	Itsn2
Ap2b1	Krt1
Ap2b1	Mybl2
Ap2b1	Rangap1
Ap2b1	Scyl1
Ap2b1	Snap91
Ap2b1	Synrg
Ap2b1	Tfrc
Ap2b1	Tollip
Ap2b1	Tom1
Ap2b1	Ubc
Ap2m1	Arfgap1
Ap2m1	Epn1
Ap2m1	P2rx4
Ap2m1	Ubc
Ap3b1	Pld1
Ap3m2	Mib1
Apba1	Cask
Apba1	Mib1
Apba1	Nrxn1
Apba1	Snap25
Apba1	Stx1a
Apba1	Stxbp1
Apba2	Grasp
Apba2	Mib1
Apba2	Nrxn1
Apba2	Stx1a
Apba2	Stxbp1
Apba3	Mib1
Apc	Axin1
Apc	Ctnnb1
Apc	Ctnnd2
Apc	Gsk3b
Apc	Macf1
Aph1a	Erlin2
Apoa1	Lcat
Apod	Lepr
Apoe	Dao
Apoe	Ubc
Apoo	Dao
App	Nae1
App	Ngfr
App	Ubc
Appl2	Ubc
Aqp4	Dao
Aqp4	Ubc
Ar	Daxx
Araf	Hras
Araf	Mdk
Araf	Rgs12
Arc	Tfpt
Arc	Ubc
Arcn1	Insr
Arcn1	Sumo3
Arf2	Sumo3
Arf4	Dao
Arf5	Dao
Arf6	Cyth2
Arf6	Pex3
Arf6	Tfrc
Arfgap1	Cep135
Arfgap1	Cltc
Arfgap1	Copb1
Arfgap1	Copg1
Arfgap1	Ctbp1
Arfgap1	Hspa4
Arfgap1	Tfrc
Arfgap1	Tubb3
Arfgef1	Ubc
Arg1	Mib1
Arg1	Rad23b
Arhgap23	Mib1
Arhgap26	Ubc
Arhgap29	Mib1
Arhgdia	Park7
Arhgdia	Sumo3
Arhgdia	Ubc
Arhgef25	Mib1
Arl2	Ubc
Arl6ip5	Ubc
Arl8a	Dao
Arl8a	Ubc
Arl8b	Ubc
Armcx3	Ubc
Arpc1a	Exoc7
Arpc1a	Ubc
Arpc1a	Was
Arpc4	Gja1
Arpc5	Gja1
Arpc5	Was
Arrb1	Gnrhr
Arrb1	Mdm2
Arrb1	Park2
Arrb1	Pde4a
Arrb1	Trhr
Arrb1	Trpv4
Arrb1	Ubc
Arrb2	Ubc
Arvcf	Ubc
Asb4	Irs4
Ascc1	Mib1
Ass1	Mib1
Astn1	Ubc
Atcay	Gls
Atf2	Mapk14
Atf4	Dapk3
Atf5	Ep300
Atg12	Atg3
Atic	Insr
Atn1	Sumo3
Atp1a1	Atp2b1
Atp1a1	Cfl1
Atp1a1	Gja1
Atp1a1	Ubc
Atp1a2	Atp2b1
Atp1a2	Itpr1
Atp1a2	Slc8a1
Atp1a2	Sptan1
Atp1a2	Sptbn1
Atp1a2	Ubc
Atp1a3	Itpr1
Atp1a3	Slc8a1
Atp1a3	Sptan1
Atp1a3	Ubc
Atp1b1	Ubc
Atp1b3	Gja1
Atp2a2	Slc8a1
Atp2a3	Dao
Atp2a3	Mib1
Atp2b1	Calm1
Atp2b1	Ubc
Atp2b2	Ubc
Atp2b3	Ubc
Atp2b4	Ubc
Atp2c1	Ubc
Atp5a1	Mib1
Atp5a1	Snca
Atp5a1	Sumo3
Atp5b	Gja1
Atp5b	Mib1
Atp5b	Park7
Atp5b	Sumo3
Atp5c1	Mib1
Atp6v0a1	Dao
Atp6v0a1	Ubc
Atp6v1a	Dao
Atp6v1a	Ubc
Atp6v1b2	Dao
Atp6v1b2	Ubc
Atp6v1c1	Dao
Atp6v1d	Mib1
Atp6v1e1	Ubc
Atp6v1g1	Ubc
Atp8a1	Dao
Atxn10	Ogt
Atxn10	Ubc
Atxn3	Tuba1a
Aup1	Numbl
Aup1	Ubc
Awp1	Pex5
Awp1	Pex6
Awp1	Ubc
Axin1	Dvl1
Axin1	Macf1
B2m	Ubc
B2m	Vcp
Babam1	Mib1
Bad	Braf
Bad	Snca
Bad	Ywhab
Bag1	Esr1
Bag1	Hspa4
Bag1	Hspa8
Bag1	Raf1
Bag1	Stub1
Bag6	Ubc
Bai3	Ubc
Baiap2	Cnksr3
Baiap2	Dlg1
Baiap2	Dlg3
Baiap2	Eps8l1
Baiap2	Espn
Baiap2	Lin7b
Baiap2	Magi2
Basp1	Park7
Basp1	Snca
Basp1	Ubc
Bax	Bcl2
Bax	Hspd1
Bcan	Tnr
Bcap31	Ubc
Bcar1	Crk
Bcar1	Fyn
Bcar1	Pik3r1
Bcar1	Ptk2
Bcar1	Ptpn11
Bcas1	Ubc
Bcat1	Ubc
Bckdhb	Bckdk
Bcl11b	Sumo3
Bcl2l1	Dnm1l
Bcl2l1	Hspd1
Bcl2l1	Mdm2
Bcl2l1	Tp53
Bcl2l1	Ubc
Bcl2l11	Trim2
Bcl2l11	Ubc
Bco2	Mib1
Bcr	Cd2ap
Becn1	Park2
Begain	Ubc
Bex1	Tollip
Bgn	Mib1
Bin1	Clta
Bin1	Cltc
Bin1	Dao
Bin1	Dnm1
Bin1	Fabp4
Bin1	Necap1
Bin1	Necap2
Bin1	Synj1
Bin1	Ubc
Birc6	Ubc
Bles03	Ubc
Blmh	Mib1
Bmpr1a	Ubc
Braf	Hras
Braf	Hspa4
Braf	Mdk
Braf	Ntrk1
Braf	Psme1
Braf	Psme3
Braf	Rgs12
Braf	Ywhab
Brcc3	Mib1
Brd8	Sumo3
Brdt	Elavl1
Brdt	Erp44
Brdt	Hnrnpl
Brdt	Hsp90aa1
Brdt	Sfpq
Brdt	Smarce1
Brdt	Top1
Brf1	Ephb1
Brf1	Myc
Brf1	Rb1
Brk1	Ubc
Bsn	Dao
Bsn	Ubc
Btrc	Sipa1l1
C1qb	Mib1
C1qbp	Dao
C1qbp	Mib1
C1qc	Mib1
C2	C3
C2	C6
C2	C7
C2	C9
C2	Psma3
C2	Psma5
C2	Psma6
C2	Psmb6
C2	Psmc1
C2	Psmc2
C2	Psmc3
C2	Psmc4
C2	Psmd14
C2	Psmd3
C2	Psmd7
C2	S8
C2cd5	Mib1
COX2	Sumo3
Cables1	Mib1
Cacna1a	Gnb1
Cacna1a	Map1b
Cacna1a	Rnf138
Cacna1a	Ube2l3
Cacna1b	Ubc
Cacna1b	Ube2l3
Cacna1c	Derl1
Cacna1c	Trim13
Cacna1c	Ubc
Cacna1c	Vcp
Cacna1g	Ranbp9
Cacna2d1	Dao
Cacna2d1	Slc8a1
Cacna2d1	Sptbn1
Cacna2d2	Dao
Cacng8	Mib1
Cacng8	Ubc
Cadm2	Ubc
Cadm3	Dao
Cadm3	Ubc
Calcr	Calm1
Calm1	Camk1
Calm1	Camk2a
Calm1	Camk2b
Calm1	Camk2g
Calm1	Camk4
Calm1	Camkk1
Calm1	Camkk2
Calm1	Camkv
Calm1	Cnp
Calm1	Crhr1
Calm1	Drd2
Calm1	Gapdh
Calm1	Gja1
Calm1	Glp1r
Calm1	Glp2r
Calm1	Grm7
Calm1	Hsp90ab1
Calm1	Itpka
Calm1	Itpr1
Calm1	Map2
Calm1	Map6
Calm1	Marcks
Calm1	Mbp
Calm1	Nos1
Calm1	Nrgn
Calm1	Pde1a
Calm1	Pde1b
Calm1	Pfkm
Calm1	Phkg2
Calm1	Pnck
Calm1	Ppp3ca
Calm1	Pth1r
Calm1	Pth2r
Calm1	Pygb
Calm1	Rph3a
Calm1	Scn2a
Calm1	Scn3a
Calm1	Scn4a
Calm1	Sctr
Calm1	Snca
Calm1	Sptan1
Calm1	Ssb
Calm1	Syn1
Calm1	Syn2
Calm1	Tsc1
Calm1	Tsc2
Calm1	Tuba1a
Calm1	Ubc
Calm1	Vipr1
Calm1	Vipr2
Calm1	Wfs1
Calm1	Ywhae
Calr	Gabarap
Calr	Park7
Calr	Snca
Caly	Ubc
Camk1	Camkk1
Camk1	Camkk2
Camk2a	Grm2
Camk2a	Grm3
Camk2a	Grm4
Camk2a	Grm7
Camk2a	Hes1
Camk2a	Lbr
Camk2a	Lrrc7
Camk2a	Parp1
Camk2a	Psma2
Camk2a	Psmc5
Camk2a	Tanc1
Camk2a	Ubc
Camk2b	Cdc20
Camk2b	Dact1
Camk2b	Dact2
Camk2b	Mib1
Camk2b	Pcm1
Camk2b	Tubg1
Camk2b	Ywhae
Camk2d	Grin2a
Camk2d	Grin2b
Camk2d	Mib1
Camk2d	Ubc
Camk2g	Mib1
Camk2g	Ubc
Camkk2	Prkaa2
Camkv	Ubc
Camlg	Tmub1
Cand1	Psmc2
Cand1	Psmc5
Cand1	Tbp
Canx	Grm1
Canx	Homer3
Canx	Park7
Canx	Psmc5
Canx	Snca
Canx	Vcp
Cap1	Sumo3
Cap2	Ubc
Caprin1	Ubc
Capza1	Dab1
Capza1	Gja1
Capza1	Ubc
Capza2	Gja1
Capzb	Dab1
Capzb	Ubc
Car10	Mib1
Car4	Dao
Cask	Caskin1
Cask	Dlg1
Cask	Nf1
Cask	Nphs1
Cask	Nrxn1
Cask	Nrxn2
Cask	Nrxn3
Cask	Ubc
Casq2	Mib1
Cat	Mib1
Cat	Park7
Cat	Rad23b
Cav1	Cav2
Cav1	Nf1
Cav1	Strn
Cav1	Strn3
Cav1	Strn4
Cav1	Ubc
Cav3	Dlg1
Cav3	Kcna5
Cav3	Kcnh2
Cav3	Nos1
Cbfa2t3	Ubc
